SURVEY_INFO,esdate,ward,respid,gender,age,hhsize,educ,religion,EBOLA_AWARENESS,ehowget,esignsymptom,eincubation,spreadair,spreadfluids,spreadearly,saltcure,HEALTH,hhmemsick,hhmemsickcare,hhmemsicknocareebola,hhmemsickcarewhere,EBOLA_VIGILANCE,corganizedae,csafeburial,bucket,handsanitizer,ECONOMIC_FOOD_IMPACTS,income7d,income7dunit,income7dnormal,income7dnormalunit,occupation
,1/6/15 9:49,Z400-West Point,2060141,2-Female,43,6,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes,0,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,175,1-LD,5,2-USD,5-Unskilled manual
,1/6/15 9:48,Z400-West Point,2060201,2-Female,21,4,7-Some university,1-Christian,,1-Preparing or eating bush mea;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,3,N,Y,N,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,0,1-LD,1000,1-LD,0-None
,12/13/14 16:25,Z400-West Point,2060128,1-Male,22,2,4-Completed junior high,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes;88-Other,21,N,Y,Y,N,,N,,,,,1-Agree,0-Disagree,1-Yes,1-Yes,,1000,1-LD,1900,1-LD,4-Skilled manual
,12/15/14 11:22,Z500-Soniwein,2061151,1-Male,36,5,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups,4,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,2000,1-LD,3000,1-LD,3-Sales and services
,12/15/14 15:13,Z500-Soniwein,2061154,2-Female,44,4,2-Completed ABC,2-Muslim,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;4-Man woman business,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,700,1-LD,1700,1-LD,5-Unskilled manual
,12/15/14 11:25,Z500-Soniwein,2061161,2-Female,37,8,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes;12-Bleeding,2,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,0-No,1-Yes,,1500,1-LD,4000,1-LD,3-Sales and services
,12/15/14 12:58,Z500-Soniwein,2061152,2-Female,37,7,0-None,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,150,1-LD,1000,1-LD,0-None
,12/15/14 17:01,Z500-Soniwein,2061215,1-Male,49,6,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;4-Headache;7-Weakness;9-Rash;10-Red eyes,21,N,Y,Y,N,,Y,Y,,2-Hospital,,1-Agree,1-Agree,1-Yes,1-Yes,,4200,1-LD,7000,1-LD,4-Skilled manual
,1/9/15 12:58,Z500-Soniwein,2061191,2-Female,37,8,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;4-Man woman business;6-Contact with infected surfac,1-Vomiting;5-Joint and muscle pain;7-Weakness,21,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,700,1-LD,900,1-LD,3-Sales and services
,12/15/14 11:25,Z500-Soniwein,2061211,2-Female,44,5,6-Completed high school,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,2-Fever;4-Headache;6-Sore throat;10-Red eyes;12-Bleeding;17-Chest pain;18-Cough,21,N,Y,Y,N,,Y,N,Y,,,1-Agree,1-Agree,1-Yes,0-No,,500,1-LD,7000,1-LD,3-Sales and services
,1/9/15 13:17,Z500-Soniwein,2061156,2-Female,37,6,7-Some university,1-Christian,,1-Preparing or eating bush mea;4-Man woman business,1-Vomiting;2-Fever;4-Headache,0,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,4000,1-LD,5,2-USD,3-Sales and services
,12/16/14 12:49,Z500-Soniwein,2061217,2-Female,37,15,3-Some junior high,2-Muslim,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;8-Stomach pain,21,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,800,1-LD,3500,1-LD,3-Sales and services
,12/16/14 10:45,Z500-Soniwein,2061216,2-Female,26,4,7-Some university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;4-Headache;7-Weakness;10-Red eyes,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1500,1-LD,3000,1-LD,88-Other
,12/15/14 13:53,Z500-Soniwein,2061163,2-Female,28,2,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;10-Red eyes,4,N,Y,N,N,,N,,,,,1-Agree,97-Do not know,1-Yes,1-Yes,,450,1-LD,700,1-LD,3-Sales and services
,12/15/14 12:51,Z500-Soniwein,2061212,2-Female,26,4,6-Completed high school,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;7-Weakness;9-Rash;10-Red eyes,21,N,Y,Y,N,,Y,N,Y,,,0-Disagree,1-Agree,1-Yes,1-Yes,,200,1-LD,4000,1-LD,3-Sales and services
,12/15/14 15:10,Z500-Soniwein,2061164,2-Female,20,7,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes;18-Cough,4,N,Y,Y,N,,N,,,,,1-Agree,0-Disagree,1-Yes,0-No,,2600,1-LD,4500,1-LD,3-Sales and services
,12/17/14 9:35,Z500-Soniwein,20612110,1-Male,24,6,6-Completed high school,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;4-Headache;6-Sore throat;9-Rash;10-Red eyes;11-Hiccups;12-Bleeding,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,200,1-LD,8000,1-LD,3-Sales and services
,12/16/14 15:57,Z500-Soniwein,2061219,2-Female,47,6,6-Completed high school,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;4-Headache;10-Red eyes;12-Bleeding,21,N,Y,N,N,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,1-Yes,,1500,1-LD,7000,1-LD,3-Sales and services
,12/16/14 14:13,Z500-Soniwein,2061218,2-Female,40,7,6-Completed high school,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;9-Rash;10-Red eyes;12-Bleeding,2,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,1-Yes,,2000,1-LD,5000,1-LD,4-Skilled manual
,12/15/14 14:12,Z500-Soniwein,2061213,2-Female,52,13,5-Some high school,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;4-Headache;6-Sore throat;9-Rash;10-Red eyes;12-Bleeding,3,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,300,1-LD,1500,1-LD,3-Sales and services
,12/15/14 15:42,Z500-Soniwein,2061214,2-Female,38,6,2-Completed ABC,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;88-Other,1-Vomiting;2-Fever;3-Diarrhea;9-Rash;10-Red eyes;12-Bleeding,7,N,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,2000,1-LD,6-Domestic services
,12/15/14 12:57,Z500-Soniwein,2061162,2-Female,23,5,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups,21,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,0-No,0-No,,400,1-LD,1700,1-LD,3-Sales and services
,12/15/14 16:15,Z500-Soniwein,2061155,2-Female,26,3,7-Some university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;7-Mother breastfeeding her chi,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,400,1-LD,30,2-USD,1-Professional
,12/15/14 16:12,Z500-Soniwein,2061165,2-Female,63,10,6-Completed high school,1-Christian,,6-Contact with infected surfac,2-Fever;3-Diarrhea;11-Hiccups;12-Bleeding,21,N,Y,Y,N,,N,,,,,1-Agree,0-Disagree,1-Yes,0-No,,1500,1-LD,2000,1-LD,4-Skilled manual
,12/17/14 10:44,Z500-Soniwein,2062114,1-Male,41,7,3-Some junior high,2-Muslim,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,4,Y,Y,Y,Y,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,0-No,,5000,1-LD,8000,1-LD,88-Other
,12/17/14 12:12,Z500-Soniwein,2062116,2-Female,24,8,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;8-Stomach pain;12-Bleeding;18-Cough,3,Y,Y,N,N,,Y,N,Y,,,97-Do not know,97-Do not know,1-Yes,0-No,,200,1-LD,4500,1-LD,4-Skilled manual
,12/16/14 16:51,Z500-Soniwein,2062151,1-Male,39,4,2-Completed ABC,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;10-Red eyes;11-Hiccups;13-Fatigue,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,500,1-LD,1200,1-LD,4-Skilled manual
,12/17/14 9:10,Z500-Soniwein,2062112,2-Female,27,10,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes;18-Cough,5,Y,N,,N,,Y,N,Y,,,0-Disagree,1-Agree,0-No,0-No,,10,2-USD,50,2-USD,88-Other
,12/17/14 11:25,Z500-Soniwein,2062115,2-Female,44,8,2-Completed ABC,1-Christian,,4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;8-Stomach pain;10-Red eyes;12-Bleeding;18-Cough,3,Y,Y,Y,N,,Y,N,Y,,,97-Do not know,97-Do not know,0-No,0-No,,500,1-LD,1500,1-LD,5-Unskilled manual
,12/17/14 11:38,Z500-Soniwein,2062135,1-Male,51,10,0-None,2-Muslim,,88-Other,1-Vomiting;10-Red eyes;12-Bleeding,2,Y,Y,Y,N,,N,,,,,97-Do not know,1-Agree,1-Yes,0-No,,300,1-LD,500,1-LD,4-Skilled manual
,12/17/14 15:09,Z500-Soniwein,2062138,1-Male,35,5,0-None,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;2-Fever;10-Red eyes,2,N,Y,N,N,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,0-No,,400,1-LD,1000,1-LD,4-Skilled manual
,12/16/14 16:48,Z500-Soniwein,2062161,1-Male,32,3,7-Some university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea,21,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,30,2-USD,50,2-USD,88-Other
,12/17/14 14:10,Z500-Soniwein,2062118,1-Male,40,4,3-Some junior high,1-Christian,,97-Dont know,97-Does not know,3,Y,N,Y,N,,N,,,,,97-Do not know,1-Agree,1-Yes,0-No,,700,1-LD,1500,1-LD,4-Skilled manual
,12/16/14 16:52,Z500-Soniwein,2062131,1-Male,27,0,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;4-Headache;10-Red eyes;12-Bleeding,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,350,1-LD,60,2-USD,0-None
,12/17/14 13:06,Z500-Soniwein,2062117,2-Female,30,7,3-Some junior high,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;8-Stomach pain;10-Red eyes;12-Bleeding;13-Fatigue;14-Bruising;18-Cough,7,Y,Y,Y,N,,Y,N,Y,,,1-Agree,97-Do not know,1-Yes,0-No,,1500,1-LD,8000,1-LD,5-Unskilled manual
,12/17/14 12:21,Z500-Soniwein,2062136,2-Female,19,6,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;6-Contact with infected surfac;88-Other,1-Vomiting;3-Diarrhea;5-Joint and muscle pain;10-Red eyes,21,N,Y,N,N,,N,,,,,1-Agree,0-Disagree,1-Yes,1-Yes,,0,88-N/A,0,88-N/A,0-None
,12/16/14 16:45,Z500-Soniwein,2062111,2-Female,44,6,5-Some high school,1-Christian,,97-Dont know,97-Does not know,4,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,2100,1-LD,6000,1-LD,88-Other
,12/17/14 9:53,Z500-Soniwein,2062113,2-Female,34,3,6-Completed high school,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,7,Y,Y,Y,N,,Y,N,Y,,,1-Agree,97-Do not know,0-No,0-No,,400,1-LD,2000,1-LD,88-Other
,12/17/14 10:58,Z500-Soniwein,2062134,2-Female,29,4,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;4-Headache;5-Joint and muscle pain;12-Bleeding,3,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,350,1-LD,2000,1-LD,88-Other
,12/17/14 14:11,Z500-Soniwein,2062137,2-Female,23,5,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,2,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,500,1-LD,2000,1-LD,88-Other
,12/16/14 16:45,Z500-Soniwein,2062191,1-Male,36,7,7-Some university,1-Christian,,1-Preparing or eating bush mea;4-Man woman business;6-Contact with infected surfac;7-Mother breastfeeding her chi,1-Vomiting;2-Fever;3-Diarrhea;11-Hiccups,3,N,Y,Y,N,,Y,Y,,2-Hospital,,1-Agree,1-Agree,1-Yes,0-No,,0,1-LD,200,2-USD,1-Professional
,12/17/14 15:03,Z500-Soniwein,2062119,2-Female,24,9,1-Some ABC,2-Muslim,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;8-Stomach pain;10-Red eyes;12-Bleeding;18-Cough,7,Y,N,Y,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,35,2-USD,70,2-USD,4-Skilled manual
,12/17/14 9:13,Z500-Soniwein,2062132,2-Female,28,1,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,4-Headache;5-Joint and muscle pain;8-Stomach pain;10-Red eyes,21,Y,Y,N,Y,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,0,88-N/A,2000,1-LD,88-Other
,12/17/14 9:18,,2063161,2-Female,30,6,4-Completed junior high,1-Christian,,4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes,21,N,Y,Y,N,,Y,N,N,,,1-Agree,1-Agree,1-Yes,0-No,,1200,1-LD,6000,1-LD,3-Sales and services
,12/17/14 9:23,,2063191,2-Female,28,3,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;8-Stomach pain;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,500,1-LD,800,1-LD,3-Sales and services
,12/17/14 12:22,,2063154,2-Female,29,5,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,7000,1-LD,10000,1-LD,3-Sales and services
,12/17/14 11:15,,2063163,2-Female,46,7,5-Some high school,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes,5,N,Y,Y,N,,Y,N,Y,,,1-Agree,1-Agree,1-Yes,0-No,,2000,1-LD,4500,1-LD,3-Sales and services
,12/17/14 12:17,,2063164,1-Male,25,8,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;6-Contact with infected surfac,3-Diarrhea;4-Headache;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,45,2-USD,100,2-USD,3-Sales and services
,12/17/14 14:24,,2063166,2-Female,35,6,0-None,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;7-Mother breastfeeding her chi,1-Vomiting;9-Rash;10-Red eyes,4,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,2200,1-LD,3000,1-LD,3-Sales and services
,1/8/15 12:33,,2063197,2-Female,39,11,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;4-Man woman business;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;6-Sore throat,21,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,300,1-LD,1800,1-LD,3-Sales and services
,12/17/14 10:14,,2063152,1-Male,47,10,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups,3,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,1200,1-LD,3000,1-LD,4-Skilled manual
,12/17/14 15:01,,2063156,2-Female,37,7,0-None,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;8-Stomach pain;9-Rash;10-Red eyes;12-Bleeding,2,N,Y,Y,N,,N,,,,,0-Disagree,1-Agree,1-Yes,1-Yes,,2000,1-LD,6000,1-LD,3-Sales and services
,12/17/14 10:25,,2063192,1-Male,40,6,3-Some junior high,2-Muslim,,2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,3,N,Y,N,N,,N,,,,,1-Agree,1-Agree,0-No,1-Yes,,0,1-LD,3000,1-LD,4-Skilled manual
,12/17/14 12:22,,2063194,2-Female,36,11,0-None,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,200,1-LD,600,1-LD,6-Domestic services
,12/17/14 13:04,,2063195,2-Female,41,10,0-None,1-Christian,,2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;6-Sore throat;7-Weakness,0,N,Y,N,N,,N,,,,,0-Disagree,0-Disagree,0-No,0-No,,1000,1-LD,5000,1-LD,3-Sales and services
,12/17/14 11:15,,2063153,2-Female,22,4,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;10-Red eyes,2,N,Y,Y,N,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,0-No,,400,1-LD,1500,1-LD,3-Sales and services
,12/17/14 13:58,,2063155,2-Female,41,9,0-None,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash,21,N,Y,Y,N,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,0-No,,300,1-LD,3000,1-LD,3-Sales and services
,12/17/14 13:19,,2063165,2-Female,24,9,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac,1-Vomiting;4-Headache;7-Weakness;10-Red eyes,2,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1000,1-LD,3000,1-LD,3-Sales and services
,12/17/14 14:12,,2063196,2-Female,23,1,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,2-Fever;4-Headache;8-Stomach pain;10-Red eyes,0,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,100,1-LD,200,1-LD,3-Sales and services
,12/17/14 10:14,,2063162,2-Female,29,4,0-None,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;3-Diarrhea;7-Weakness;9-Rash,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,1400,1-LD,2000,1-LD,3-Sales and services
,12/17/14 11:24,,2063193,1-Male,41,5,0-None,2-Muslim,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;4-Man woman business,1-Vomiting;2-Fever,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,5000,1-LD,5-Unskilled manual
,12/17/14 13:04,,2063211,2-Female,38,4,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;9-Rash;10-Red eyes;12-Bleeding,14,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,1-Yes,,200,1-LD,1000,1-LD,3-Sales and services
,12/17/14 14:05,,2063212,2-Female,39,6,0-None,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;4-Headache;7-Weakness;10-Red eyes;12-Bleeding,21,N,Y,Y,N,,,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1500,1-LD,4000,1-LD,3-Sales and services
,12/16/14 12:26,Z500-Soniwein,2064132,2-Female,35,1,2-Completed ABC,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;10-Red eyes,21,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,0,88-N/A,300,1-LD,88-Other
,12/16/14 13:34,Z500-Soniwein,2064152,2-Female,54,20,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups;12-Bleeding,21,N,Y,Y,N,,N,,,,,97-Do not know,1-Agree,0-No,1-Yes,,300,1-LD,7000,1-LD,3-Sales and services
,12/16/14 13:57,Z500-Soniwein,2064114,2-Female,19,12,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;12-Bleeding,3,Y,Y,N,N,,Y,N,Y,,,1-Agree,1-Agree,1-Yes,0-No,,10,2-USD,25,2-USD,0-None
,12/16/14 14:45,Z500-Soniwein,2064164,1-Male,44,1,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes,7,N,Y,Y,N,,N,,,,,1-Agree,0-Disagree,0-No,0-No,,400,1-LD,1000,1-LD,0-None
,12/16/14 14:47,Z500-Soniwein,2064115,2-Female,22,8,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;3-Diarrhea;4-Headache;9-Rash,3,N,Y,Y,N,,Y,Y,,6-Family or self,,1-Agree,1-Agree,1-Yes,0-No,,50,1-LD,2100,1-LD,5-Unskilled manual
,12/16/14 14:28,Z500-Soniwein,2064194,2-Female,28,5,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea,7,Y,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,1000,1-LD,1500,1-LD,0-None
